53 Enfermedades del sistema urinario,Total:,," 2,688 "," 2,656 ", 27 , 5 , - , - , - , - , - , - , - , 2 , - , - , 1 , 2 , 1 , 1 , 3 , 3 , 8 , 98 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , 2 , 28 , - , - , - , - , - , - , 1 , 1 , - , - , 1 , 1 , - , - , 1 , 2 , 4 , 27 , - , - , - , - , 1 , - , - , - , - , - , - , 1 , 1 , 1 , 1 , 3 , 21 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 2 , 3 , 2 , 42 , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , 1 , 1 , 11 , 1 , 58 , - , - , - , 1 , - , - , - , - , 1 , - , - , 7 , 3 , 3 , 2 , 9 , 9 , 90 , - , - , 1 , - , 1 , - , 1 , - , 1 , 3 , - , 1 , - , 4 , 2 , 6 , 39 , - , - , - , 1 , 2 , - , 2 , 5 , 8 , 6 , 14 , 13 , 25 , 36 , 58 , 58 , 115 , 604 , - , - , - , - , - , - , 1 , - , 1 , - , 1 , 1 , 1 , 2 , 2 , 3 , 52 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 4 , 1 , 54 , - , - , - , - , - , - , 2 , 4 , - , 2 , 1 , 2 , 4 , 9 , 10 , 14 , 104 , - , - , - , - , 1 , - , - , 1 , 1 , 1 , 2 , - , 4 , 4 , 6 , 12 , 12 , 26 , 161 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 1 , 3 , - , 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 4 , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , 2 , - , - , 8 , - , - , - , 1 , 1 , - , 1 , 1 , 1 , 2 , 2 , 4 , 11 , 9 , 12 , 9 , 16 , 375 , - , - , - , - , 1 , - , - , - , 1 , - , 1 , - , - , 3 , - , 2 , 2 , 2 , 74 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 9 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 2 , - , 1 , 9 , - , - , - , - , - , - , - , 2 , 2 , 3 , 1 , - , 3 , 5 , 2 , 6 , 39 , - , - , - , 1 , - , - , - , 1 , - , 2 , - , - , 4 , 3 , 6 , 3 , 2 , 32 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre," 1,470 "," 1,458 ", 10 , 2 , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 1 , 1 , 6 , 40 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 17 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , 13 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 2 , 1 , - , 22 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , 5 , - , 25 , - , - , - , - , - , - , - , - , 1 , - , - , 4 , 2 , 2 , - , 3 , 4 , 47 , - , - , 1 , - , - , - , - , - , - , 2 , - , 1 , - , 3 , 1 , 2 , 25 , - , - , - , - , 2 , - , - , 3 , 4 , 5 , 11 , 7 , 13 , 26 , 25 , 29 , 59 , 358 , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , 2 , 2 , 34 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 2 , - , 26 , - , - , - , - , - , - , 2 , 3 , - , 2 , 1 , 2 , 2 , 4 , 6 , 10 , 62 , - , - , - , - , 1 , - , - , 1 , 1 , - , 2 , - , - , 1 , 3 , 7 , 8 , 15 , 92 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , 2 , - , - , 4 , - , - , - , - , 1 , - , - , 1 , 1 , - , 2 , 2 , 5 , 6 , 6 , 4 , 9 , 191 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , - , 2 , 1 , - , 43 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 7 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 , 9 , - , - , - , - , - , - , - , 1 , 1 , 3 , 1 , - , 1 , - , 1 , 4 , 19 , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 2 , 4 , 3 , 1 , 18 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer," 1,218 "," 1,198 ", 17 , 3 , - , - , - , - , - , - , - , 2 , - , - , 1 , - , - , - , 2 , 2 , 2 , 58 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , 1 , 11 , - , - , - , - , - , - , 1 , 1 , - , - , 1 , 1 , - , - , - , 1 , 1 , 16 , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , 1 , - , 3 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , 20 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 6 , 1 , 33 , - , - , - , 1 , - , - , - , - , - , - , - , 3 , 1 , 1 , 2 , 6 , 5 , 43 , - , - , - , - , 1 , - , 1 , - , 1 , 1 , - , - , - , 1 , 1 , 4 , 14 , - , - , - , 1 , - , - , 2 , 2 , 4 , 1 , 3 , 6 , 12 , 10 , 33 , 29 , 56 , 246 , - , - , - , - , - , - , 1 , - , 1 , - , - , 1 , - , - , - , 1 , 18 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 28 , - , - , - , - , - , - , - , 1 , - , - , - , - , 2 , 5 , 4 , 4 , 42 , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , 3 , 3 , 5 , 4 , 11 , 69 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , 3 , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , 1 , - , - , 1 , - , - , 2 , - , 2 , 6 , 3 , 6 , 5 , 7 , 184 , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , 1 , - , - , 1 , 2 , 31 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 2 , 5 , 1 , 2 , 20 , - , - , - , 1 , - , - , - , 1 , - , 1 , - , - , 3 , 1 , 2 , - , 1 , 14 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54 Embarazo, parto y puerperio",Total:,, 190 , 186 , 3 , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 3 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , 3 , 3 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 4 , 12 , 14 , 13 , 11 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , 4 , 5 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 4 , 4 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , 4 , 4 , 4 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Mujer, 190 , 186 , 3 , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 3 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , 3 , 3 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 4 , 12 , 14 , 13 , 11 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , 4 , 5 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 4 , 4 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , 4 , 4 , 4 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 Ciertas afecciones originadas en el período prenatal,Total:,," 1,501 "," 1,497 ", 3 , 1 , 29 , 9 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 7 , 5 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , 6 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 31 , 16 , 2 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 21 , 12 , 2 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 44 , 38 , 1 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 15 , 10 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 279 , 115 , 8 , 76 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 21 , 14 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 23 , 10 , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 45 , 19 , 17 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 58 , 35 , 2 , 16 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 11 , 8 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 146 , 84 , 5 , 49 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 13 , 10 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , 19 , 7 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , 4 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 16 , 14 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 19 , 19 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 837 , 835 , 1 , 1 , 21 , 5 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 4 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 20 , 6 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 14 , 6 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 27 , 19 , 1 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , 4 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 163 , 66 , 6 , 36 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 11 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 14 , 7 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 26 , 14 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 34 , 20 , - , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 83 , 52 , 3 , 27 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 11 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 9 , 6 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 , 11 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 664 , 662 , 2 , - , 8 , 4 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 3 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 11 , 10 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 7 , 6 , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 17 , 19 , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 9 , 6 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 116 , 49 , 2 , 40 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 10 , 10 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 9 , 3 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 19 , 5 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 24 , 15 , 2 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 63 , 32 , 2 , 22 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , 6 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 8 , 4 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 7 , 8 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 11 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56 Malformaciones congénitas, deformidades y anomalías cromosómicas",Total:,, 798 , 795 , 2 , 1 , 18 , 7 , - , 7 , 3 , 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 5 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , 2 , 1 , 2 , 2 , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 12 , - , 1 , 9 , 4 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 2 , 1 , - , 8 , 5 , - , - , - , - , - , 2 , - , - , - , - , - , - , - , 9 , 6 , - , 11 , 3 , 1 , - , - , - , 1 , - , - , - , - , - , 1 , - , - , 5 , 3 , 4 , - , - , 1 , 1 , - , - , 2 , - , - , - , - , - , - , - , 60 , 39 , 4 , 62 , 14 , 1 , 2 , 5 , 1 , 2 , 5 , 2 , 1 , 1 , 2 , 2 , 3 , 6 , 10 , 2 , 8 , 2 , 3 , - , 1 , - , 1 , - , - , 1 , - , - , - , - , - , 6 , 1 , 1 , 7 , - , - , 1 , - , - , - , - , - , - , - , 1 , 1 , - , - , 5 , 6 , 11 , 6 , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , 4 , - , 11 , 10 , 2 , 25 , 7 , - , 2 , - , 1 , 2 , 1 , 1 , - , - , - , 2 , 1 , 1 , - , 8 , 8 , 4 , 2 , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , 4 , 4 , - , 1 , - , - , - , - , - , 1 , - , - , 1 , - , - , - , 1 , 1 , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 67 , 26 , 3 , 37 , 10 , 3 , 3 , 1 , 1 , 2 , 2 , - , 1 , 1 , 2 , 2 , 3 , 3 , - , 1 , 3 , 1 , 3 , 1 , 2 , - , 1 , - , 1 , 1 , - , - , 1 , 1 , - , 1 , - , - , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 3 , 5 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 2 , 3 , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 10 , 2 , 7 , 3 , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , 1 , 2 , - , - , 3 , 2 , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 414 , 413 , - , 1 , 10 , 5 , - , 3 , 3 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 2 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , 8 , - , 1 , 4 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 1 , 1 , - , 4 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 , 3 , - , 8 , 1 , 1 , - , - , - , 1 , - , - , - , - , - , 1 , - , - , - , 2 , 1 , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , 32 , 15 , 4 , 27 , 8 , - , 1 , 2 , 1 , 2 , 3 , 2 , - , 1 , - , 1 , 1 , 4 , 4 , 1 , 6 , 2 , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , 3 , 1 , - , 3 , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , 5 , 3 , 4 , 3 , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , 3 , - , 6 , 2 , 1 , 10 , 4 , - , 1 , - , - , 2 , - , 1 , - , - , - , 1 , - , 1 , - , 4 , 5 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 40 , 9 , 1 , 20 , 3 , 2 , 2 , - , 1 , 1 , 1 , - , 1 , - , 1 , - , 2 , 2 , - , 1 , 2 , 1 , 1 , - , 1 , - , - , - , 1 , - , - , - , 1 , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 4 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 , 2 , 5 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 384 , 382 , 2 , - , 8 , 2 , - , 4 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , 4 , - , - , 5 , 3 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , 2 , - , - , - , - , - , 2 , - , - , - , - , - , - , - , 1 , 3 , - , 3 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , 1 , 3 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 28 , 24 , - , 35 , 6 , 1 , 1 , 3 , - , - , 2 , - , 1 , - , 2 , 1 , 2 , 2 , 6 , 1 , 2 , - , 2 , - , - , - , - , - , - , 1 , - , - , - , - , - , 3 , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 3 , 7 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 5 , 8 , 1 , 15 , 3 , - , 1 , - , 1 , - , 1 , - , - , - , - , 1 , 1 , - , - , 4 , 3 , 3 , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , 2 , 1 , - , 1 , - , - , - , - , - , 1 , - , - , 1 , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 27 , 17 , 2 , 17 , 7 , 1 , 1 , 1 , - , 1 , 1 , - , - , 1 , 1 , 2 , 1 , 1 , - , - , 1 , - , 2 , 1 , 1 , - , 1 , - , - , 1 , - , - , - , 1 , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 2 , - , 2 , 2 , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , 1 , 2 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
