Tipo muerte SRMCE2;Año I;Canton;Provincia;Cuenta Victima;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;Años Privac;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes22;antecedVBG vic vict;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Causa2;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Gedad Vict;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;NDD;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict23;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
OTRAS MUERTES VIOLENTAS;2021;LA TRONCAL;CAÑAR;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;03;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;24;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;CASADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;16/2/2021;;NO IDENTIFICADO;16/2/2021;;16/2/2021;2/3/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;NO IDENTIFICADO;NO;SI;21:18;21:00;30/12/1899 9:12:00;58902;NO APLICA;;SAI;NO IDENTIFICADO;-2,431142677;-79,329334880;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;030401821030008;;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;31;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;29/8/2021;5/9/2021;NO IDENTIFICADO;29/8/2021;;29/8/2021;29/8/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SI;17:30;15:30;30/12/1899 20:14:00;62800;NO APLICA;;SAI;NO IDENTIFICADO;-2,265615;-79,879058;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;8;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101821085006;;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;PORTOVIEJO;MANABI;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ROBO CON MUERTE;NO IDENTIFICADO;NO APLICA;13;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;46;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;CASADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;15/8/2021;15/8/2021;NO IDENTIFICADO;15/8/2021;;15/8/2021;16/8/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;08:26;06:30;30/12/1899 14:50:00;62501;NO APLICA;;SAI;NO IDENTIFICADO;-1,05571367;-80,4498136;OTRO LUGAR;TIENDAS, MICROMERCADO, ABARROTES;NO IDENTIFICADO;NO IDENTIFICADO;8;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;130101821080216;;NO;189 ROBO;189 ROBO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;COMERCIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;EMPLEADO PRIVADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;LA JOYA DE LOS SACHAS;ORELLANA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;22;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;30;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;17/3/2021;;NO IDENTIFICADO;13/3/2021;;13/3/2021;18/3/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SIN DATO;11:00;03:00;30/12/1899 15:29:00;59599;NO APLICA;;SAI;NO IDENTIFICADO;-0,2827831;-76,853778;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Marzo;NO APLICA;NO IDENTIFICADO;VENEZUELA;NO IDENTIFICADO;220301821030043;;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;SIN DATO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;DURAN;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;22;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;23/5/2021;;NO IDENTIFICADO;23/5/2021;;23/5/2021;24/5/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;NO IDENTIFICADO;NO;SIN DATO;20:00;18:30;30/12/1899 9:09:00;60874;NO APLICA;;SAI;NO IDENTIFICADO;-2,1624595;-79,8456598;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Mayo;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090701821050314;;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;SANTA ELENA;SANTA ELENA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;24;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;27;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;29/3/2021;;NO IDENTIFICADO;28/3/2021;;29/3/2021;30/3/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SIN DATO;04:30;17:00;30/12/1899 13:37:00;59839;NO APLICA;;SAI;NO IDENTIFICADO;-2,2093126;-80,8724608;OTRO DOMICILIO;HOSTALES;NO IDENTIFICADO;NO IDENTIFICADO;Marzo;NO APLICA;NO IDENTIFICADO;CUBA;NO IDENTIFICADO;240101821030153;;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA COMUNITARIA;RIÑAS;NO APLICA;LAS PERMI.POR.LA.LEY;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;43;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;1/8/2021;1/8/2021;NO IDENTIFICADO;1/8/2021;;1/8/2021;5/8/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 35 Y 44 AÑOS;NO IDENTIFICADO;NO;SIN DATO;14:45;02:45;30/12/1899 13:35:00;62227;NO APLICA;;SAI;NO IDENTIFICADO;-0,06358762;-78,42886891;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;8;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;170101821080782;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;SUPERIOR;SUPERIOR;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;INGENIERA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;AMBATO;TUNGURAHUA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;SI;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;18;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;20;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;29/8/2021;29/8/2021;NO IDENTIFICADO;29/8/2021;;29/8/2021;31/8/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;NO IDENTIFICADO;NO;SIN DATO;19:00;15:00;30/12/1899 10:22:00;62786;NO APLICA;;SAI;NO IDENTIFICADO;-1,239355;-78,623688;OTRO LUGAR;VIA PUBLICA;NO IDENTIFICADO;NO IDENTIFICADO;8;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;180101821080614;;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;BOLIVAR;MANABI;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;13;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;24;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;22/12/2022;;NO IDENTIFICADO;22/12/2022;25/12/2022;22/12/2022;23/12/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;NO IDENTIFICADO;NO;NO;15:00;12:10;30/12/1899 12:36:00;74866;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,837591;-80,16707;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;12;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;130201822120040;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;NO IDENTIFICADO;1;NO APLICA;;NO APLICA;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;BACHILL. EN CIENCIAS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;ESMERALDAS;ESMERALDAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;08;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;32;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;AFROECUATORIANO/A-AFRODESCENDIENTE;NO IDENTIFICADO;22/10/2022;;NO IDENTIFICADO;22/10/2022;23/10/2022;22/10/2022;28/10/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;NO;20:00;19:30;30/12/1899 13:10:00;73189;NO APLICA;NO;SAI;NO IDENTIFICADO;0,8916531;-79,7076355;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;10;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;080101822100444;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;32;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;28/5/2023;;NO IDENTIFICADO;28/5/2023;28/5/2023;28/5/2023;30/5/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;NO;10:00;05:45;30/12/1899 11:05:00;79986;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,249721;-79,913162;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Mayo;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101823056579;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;NO APLICA;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;EL TRIUNFO;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;22;NO IDENTIFICADO;SI;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;28/1/2023;;NO IDENTIFICADO;28/1/2023;29/1/2023;28/1/2023;31/1/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;NO IDENTIFICADO;NO;NO;22:07;18:15;30/12/1899 10:29:00;75976;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,326858;-79,393902;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Enero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;091001823010435;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;NO APLICA;TRABAJADORA SEXUAL;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;LA TRONCAL;CAÑAR;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;03;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;26;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;25/2/2023;;NO IDENTIFICADO;25/2/2023;26/2/2023;25/2/2023;1/3/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SI;23:30;23:15;30/12/1899 15:08:00;76826;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,434444;-79,340389;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;030401823030004;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
