Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
2007,12,Los Ríos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"6472,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,13,Manabí,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"19390,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,14,Morona Santiago,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1388,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,15,Napo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1121,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,22,Orellana,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"479,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,16,Pastaza,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1480,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,17,Pichincha,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"132032,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,24,Santa Elena,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"2635,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,23,Santo Domingo de los Tsáchilas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3724,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,21,Sucumbios,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"771,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,18,Tungurahua,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"12659,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,19,Zamora Chinchipe,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1018,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Mujer,"150636,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Hombre,"206398,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,01,Azuay,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"19373,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,02,Bolívar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3082,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,03,Cañar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"4384,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,04,Carchi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3054,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,06,Chimborazo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"9948,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,05,Cotopaxi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"6200,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,07,El Oro,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"9692,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,08,Esmeraldas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"6782,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,20,Galápagos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"405,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,09,Guayas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"75851,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,10,Imbabura,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"10253,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,11,Loja,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"10428,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,12,Los Ríos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"6392,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,13,Manabí,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"18796,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,14,Morona Santiago,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1287,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,15,Napo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1072,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,22,Orellana,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"425,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,16,Pastaza,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1336,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,17,Pichincha,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"127320,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,24,Santa Elena,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3499,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,23,Santo Domingo de los Tsáchilas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3756,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,21,Sucumbios,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"717,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,18,Tungurahua,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"11361,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,19,Zamora Chinchipe,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"921,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Mujer,"142423,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Hombre,"194025,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"336448,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2017,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,01,Azuay,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"17868,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,02,Bolívar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"2924,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,03,Cañar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"4095,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,04,Carchi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"2928,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,06,Chimborazo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"9512,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,05,Cotopaxi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"5827,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
